Funkcja f(x)=cbrt(x) dla x?[0,8]
n=50;11.84
n=50;13.44
n=50;12.8
n=50;11.84
n=50;11.52
n=50;12.16
n=50;12.16
n=50;11.84
n=50;11.52
n=50;11.2
n=50;13.76
n=50;11.2
n=50;10.24
n=50;10.56
n=50;11.52
n=50;12.48
n=50;12.8
n=50;10.88
n=50;10.56
n=50;12.16
n=50;11.84
n=50;11.84
n=50;10.88
n=50;12.16
n=50;10.88
n=50;13.44
n=50;11.84
n=50;12.48
n=50;11.84
n=50;11.84
n=50;10.88
n=50;12.8
n=50;10.24
n=50;9.92
n=50;11.52
n=50;11.2
n=50;12.16
n=50;9.92
n=50;12.8
n=50;11.84
n=50;11.52
n=50;12.16
n=50;11.52
n=50;13.44
n=50;11.52
n=50;10.88
n=50;12.16
n=50;12.16
n=50;11.2
n=50;11.84
n=100;11.52
n=100;12.48
n=100;11.2
n=100;12.0
n=100;11.68
n=100;11.04
n=100;12.32
n=100;11.36
n=100;10.88
n=100;11.36
n=100;12.48
n=100;13.12
n=100;12.64
n=100;11.36
n=100;12.0
n=100;12.64
n=100;12.16
n=100;12.96
n=100;11.52
n=100;12.16
n=100;12.16
n=100;11.04
n=100;10.72
n=100;12.48
n=100;11.52
n=100;12.0
n=100;11.84
n=100;11.36
n=100;12.32
n=100;12.64
n=100;12.16
n=100;11.84
n=100;12.96
n=100;10.24
n=100;11.36
n=100;12.96
n=100;12.0
n=100;12.48
n=100;12.16
n=100;11.84
n=100;11.52
n=100;11.04
n=100;12.0
n=100;12.8
n=100;11.36
n=100;13.44
n=100;12.32
n=100;11.84
n=100;12.16
n=100;10.72
n=150;12.8
n=150;11.733333333333333
n=150;11.626666666666667
n=150;11.413333333333334
n=150;13.013333333333334
n=150;12.586666666666666
n=150;11.626666666666667
n=150;12.16
n=150;11.84
n=150;12.053333333333333
n=150;11.733333333333333
n=150;11.413333333333334
n=150;11.2
n=150;10.986666666666666
n=150;12.48
n=150;11.84
n=150;11.413333333333334
n=150;12.373333333333333
n=150;11.306666666666667
n=150;13.013333333333334
n=150;12.053333333333333
n=150;11.52
n=150;12.053333333333333
n=150;11.306666666666667
n=150;12.053333333333333
n=150;11.733333333333333
n=150;11.2
n=150;12.906666666666666
n=150;11.733333333333333
n=150;11.84
n=150;12.8
n=150;12.16
n=150;12.586666666666666
n=150;12.48
n=150;11.946666666666667
n=150;11.733333333333333
n=150;10.773333333333333
n=150;11.413333333333334
n=150;11.946666666666667
n=150;11.733333333333333
n=150;12.693333333333333
n=150;11.84
n=150;11.946666666666667
n=150;13.12
n=150;11.84
n=150;12.266666666666667
n=150;12.16
n=150;12.373333333333333
n=150;12.48
n=150;13.12
n=200;12.32
n=200;11.92
n=200;11.28
n=200;11.28
n=200;11.52
n=200;12.48
n=200;11.52
n=200;10.64
n=200;12.24
n=200;12.0
n=200;11.44
n=200;10.96
n=200;12.0
n=200;12.64
n=200;12.4
n=200;11.92
n=200;11.52
n=200;12.0
n=200;11.6
n=200;11.6
n=200;12.08
n=200;11.28
n=200;11.28
n=200;11.76
n=200;11.84
n=200;10.72
n=200;12.48
n=200;12.24
n=200;11.12
n=200;11.68
n=200;11.6
n=200;12.56
n=200;11.76
n=200;11.76
n=200;12.16
n=200;10.8
n=200;12.56
n=200;12.64
n=200;11.6
n=200;12.4
n=200;12.0
n=200;11.76
n=200;11.92
n=200;12.16
n=200;12.72
n=200;11.04
n=200;11.6
n=200;11.28
n=200;11.92
n=200;11.84
n=250;11.968
n=250;11.84
n=250;11.904
n=250;12.736
n=250;12.16
n=250;11.584
n=250;12.096
n=250;11.584
n=250;11.84
n=250;12.608
n=250;12.032
n=250;11.968
n=250;11.52
n=250;11.136
n=250;11.456
n=250;12.096
n=250;12.224
n=250;12.224
n=250;11.904
n=250;12.352
n=250;11.648
n=250;12.48
n=250;12.48
n=250;12.736
n=250;11.2
n=250;12.16
n=250;12.352
n=250;10.944
n=250;11.968
n=250;12.992
n=250;11.84
n=250;11.584
n=250;11.072
n=250;12.544
n=250;12.224
n=250;11.84
n=250;12.608
n=250;12.416
n=250;12.16
n=250;12.032
n=250;11.968
n=250;12.416
n=250;12.48
n=250;12.096
n=250;12.928
n=250;12.8
n=250;12.096
n=250;11.904
n=250;12.928
n=250;12.48
n=300;12.0
n=300;12.746666666666666
n=300;11.093333333333334
n=300;12.32
n=300;12.533333333333333
n=300;12.64
n=300;11.36
n=300;12.8
n=300;12.0
n=300;12.0
n=300;12.693333333333333
n=300;11.786666666666667
n=300;12.373333333333333
n=300;12.32
n=300;11.733333333333333
n=300;11.84
n=300;12.0
n=300;11.253333333333334
n=300;11.68
n=300;12.0
n=300;11.893333333333333
n=300;11.52
n=300;12.0
n=300;11.68
n=300;11.626666666666667
n=300;12.053333333333333
n=300;12.586666666666666
n=300;12.16
n=300;12.32
n=300;11.893333333333333
n=300;11.093333333333334
n=300;12.106666666666667
n=300;11.733333333333333
n=300;11.733333333333333
n=300;11.946666666666667
n=300;12.746666666666666
n=300;11.093333333333334
n=300;12.266666666666667
n=300;12.053333333333333
n=300;12.16
n=300;11.573333333333334
n=300;11.626666666666667
n=300;12.106666666666667
n=300;13.013333333333334
n=300;12.32
n=300;11.733333333333333
n=300;12.266666666666667
n=300;12.16
n=300;12.266666666666667
n=300;11.946666666666667
n=350;12.16
n=350;12.251428571428571
n=350;11.657142857142857
n=350;11.382857142857143
n=350;12.022857142857143
n=350;12.297142857142857
n=350;11.017142857142858
n=350;12.388571428571428
n=350;12.342857142857143
n=350;11.84
n=350;12.342857142857143
n=350;12.251428571428571
n=350;11.977142857142857
n=350;12.022857142857143
n=350;11.657142857142857
n=350;12.251428571428571
n=350;11.977142857142857
n=350;11.657142857142857
n=350;11.657142857142857
n=350;11.977142857142857
n=350;11.977142857142857
n=350;11.794285714285714
n=350;11.885714285714286
n=350;12.114285714285714
n=350;12.617142857142857
n=350;12.251428571428571
n=350;12.16
n=350;11.657142857142857
n=350;12.525714285714285
n=350;12.16
n=350;11.611428571428572
n=350;12.205714285714286
n=350;11.611428571428572
n=350;11.885714285714286
n=350;12.297142857142857
n=350;11.885714285714286
n=350;12.16
n=350;12.388571428571428
n=350;12.205714285714286
n=350;11.52
n=350;12.114285714285714
n=350;11.702857142857143
n=350;12.16
n=350;12.16
n=350;12.022857142857143
n=350;11.794285714285714
n=350;11.794285714285714
n=350;11.245714285714286
n=350;11.428571428571429
n=350;11.565714285714286
n=400;11.64
n=400;12.28
n=400;12.28
n=400;11.96
n=400;12.32
n=400;12.04
n=400;11.96
n=400;11.16
n=400;12.48
n=400;12.56
n=400;11.92
n=400;11.12
n=400;11.4
n=400;11.6
n=400;11.92
n=400;12.64
n=400;12.32
n=400;11.72
n=400;12.0
n=400;12.04
n=400;11.92
n=400;12.2
n=400;12.04
n=400;12.36
n=400;11.84
n=400;11.92
n=400;11.92
n=400;12.08
n=400;12.44
n=400;12.44
n=400;12.0
n=400;12.04
n=400;12.04
n=400;11.92
n=400;11.44
n=400;12.04
n=400;11.8
n=400;11.52
n=400;11.76
n=400;12.16
n=400;12.36
n=400;12.4
n=400;11.52
n=400;11.96
n=400;12.24
n=400;12.68
n=400;11.48
n=400;11.68
n=400;11.4
n=400;12.08
n=450;12.266666666666667
n=450;11.768888888888888
n=450;11.662222222222223
n=450;12.088888888888889
n=450;12.088888888888889
n=450;12.16
n=450;12.551111111111112
n=450;11.804444444444444
n=450;12.124444444444444
n=450;12.195555555555556
n=450;12.373333333333333
n=450;11.875555555555556
n=450;12.053333333333333
n=450;12.302222222222222
n=450;11.982222222222223
n=450;12.444444444444445
n=450;11.697777777777778
n=450;11.52
n=450;11.875555555555556
n=450;12.195555555555556
n=450;12.302222222222222
n=450;11.875555555555556
n=450;12.088888888888889
n=450;11.946666666666667
n=450;11.626666666666667
n=450;11.662222222222223
n=450;11.626666666666667
n=450;11.84
n=450;11.591111111111111
n=450;12.906666666666666
n=450;11.555555555555555
n=450;11.733333333333333
n=450;11.733333333333333
n=450;11.946666666666667
n=450;11.804444444444444
n=450;11.804444444444444
n=450;11.662222222222223
n=450;12.657777777777778
n=450;12.622222222222222
n=450;12.266666666666667
n=450;11.697777777777778
n=450;11.733333333333333
n=450;12.302222222222222
n=450;11.626666666666667
n=450;11.022222222222222
n=450;12.302222222222222
n=450;11.911111111111111
n=450;12.017777777777777
n=450;12.088888888888889
n=450;11.768888888888888
n=500;11.936
n=500;12.128
n=500;12.384
n=500;12.032
n=500;11.936
n=500;12.192
n=500;11.424
n=500;11.968
n=500;11.84
n=500;11.872
n=500;12.032
n=500;12.48
n=500;12.32
n=500;12.192
n=500;12.0
n=500;11.904
n=500;12.128
n=500;11.584
n=500;12.32
n=500;12.032
n=500;12.256
n=500;12.256
n=500;11.68
n=500;12.256
n=500;12.0
n=500;12.768
n=500;11.968
n=500;12.032
n=500;11.936
n=500;12.288
n=500;12.32
n=500;12.64
n=500;12.672
n=500;11.52
n=500;12.0
n=500;12.32
n=500;12.32
n=500;11.424
n=500;11.808
n=500;11.936
n=500;11.776
n=500;11.776
n=500;12.224
n=500;11.68
n=500;11.776
n=500;12.256
n=500;12.288
n=500;11.68
n=500;11.872
n=500;12.0
n=550;12.16
n=550;12.450909090909091
n=550;12.16
n=550;12.334545454545454
n=550;12.334545454545454
n=550;12.48
n=550;12.043636363636363
n=550;12.218181818181819
n=550;11.752727272727272
n=550;11.752727272727272
n=550;12.363636363636363
n=550;12.421818181818182
n=550;11.781818181818181
n=550;12.072727272727272
n=550;11.956363636363637
n=550;11.81090909090909
n=550;12.014545454545454
n=550;11.956363636363637
n=550;11.607272727272727
n=550;12.450909090909091
n=550;12.48
n=550;11.81090909090909
n=550;12.567272727272726
n=550;12.363636363636363
n=550;11.752727272727272
n=550;11.752727272727272
n=550;12.276363636363635
n=550;11.374545454545455
n=550;12.276363636363635
n=550;12.072727272727272
n=550;11.927272727272728
n=550;12.363636363636363
n=550;11.81090909090909
n=550;11.636363636363637
n=550;11.781818181818181
n=550;12.043636363636363
